timestamp,device_id,stage,pressure,flow,acoustic,pH,tds,turbidity
2026-08-31T06:06:21.254521+00:00,ESP32_Node_1,NORMAL,2.42,115,0.82,7.24,318,2.2
2026-08-31T06:06:25.243592+00:00,ESP32_Node_1,EARLY_ANOMALY,2.32,129,1.07,7.25,316,2.41
2026-08-31T06:06:29.301830+00:00,ESP32_Node_1,EARLY_ANOMALY,2.34,125,0.96,7.18,307,2.6
2026-08-31T06:06:33.255499+00:00,ESP32_Node_1,EARLY_ANOMALY,2.39,124,1.06,7.22,330,2.33
2026-08-31T06:06:37.226769+00:00,ESP32_Node_1,EARLY_ANOMALY,2.29,126,1.06,7.2,328,2.6
2026-08-31T06:06:41.214504+00:00,ESP32_Node_1,EARLY_ANOMALY,2.23,131,0.96,7.17,313,2.36
2026-08-31T06:06:45.175326+00:00,ESP32_Node_1,EARLY_ANOMALY,2.38,130,1.0,7.24,328,2.4
2026-08-31T06:06:49.264404+00:00,ESP32_Node_1,LEAK,1.94,150,1.49,7.25,308,2.11
2026-08-31T06:06:53.282939+00:00,ESP32_Node_1,LEAK,1.88,153,1.43,7.25,319,2.36
2026-08-31T06:06:57.220274+00:00,ESP32_Node_1,LEAK,1.98,150,1.3,7.25,326,2.08
2026-08-31T06:07:01.205255+00:00,ESP32_Node_1,LEAK,1.81,150,1.48,7.16,318,2.01
2026-08-31T06:07:05.119439+00:00,ESP32_Node_1,LEAK,1.85,157,1.37,7.19,322,2.38
2026-08-31T06:07:09.236602+00:00,ESP32_Node_1,LEAK,1.86,148,1.38,7.18,328,2.23
2026-08-31T06:07:14.012950+00:00,ESP32_Node_1,SENSOR_FAULT,2.57,117,1.34,7.18,304,2.19
2026-08-31T06:07:18.497621+00:00,ESP32_Node_1,SENSOR_FAULT,2.55,121,0.26,7.24,310,1.85
2026-08-31T06:07:22.744213+00:00,ESP32_Node_1,SENSOR_FAULT,2.41,113,0.29,7.15,318,1.8
2026-08-31T06:07:26.817512+00:00,ESP32_Node_1,SENSOR_FAULT,2.53,113,1.12,7.2,312,2.09
2026-08-31T06:07:30.846717+00:00,ESP32_Node_1,SENSOR_FAULT,2.43,117,1.72,7.19,307,2.11
2026-08-31T06:07:31.327739+00:00,ESP32_Node_1,EARLY_ANOMALY,2.63,128.11,0.54,7.06,354.07,2.99
2026-08-31T06:07:34.857562+00:00,ESP32_Node_1,SENSOR_FAULT,2.54,119,1.47,7.25,299,2.01
2026-08-31T06:07:38.862673+00:00,ESP32_Node_1,NORMAL,2.6,121,0.77,7.19,312,1.97
2026-08-31T06:07:42.813594+00:00,ESP32_Node_1,NORMAL,2.45,115,0.8,7.17,300,2.0
2026-08-31T06:07:46.807815+00:00,ESP32_Node_1,NORMAL,2.54,118,0.85,7.25,314,1.95
2026-08-31T06:07:50.836991+00:00,ESP32_Node_1,NORMAL,2.49,118,0.79,7.19,321,2.04
2026-08-31T06:07:54.874172+00:00,ESP32_Node_1,NORMAL,2.56,121,0.77,7.24,297,1.88
2026-08-31T06:07:58.847328+00:00,ESP32_Node_1,NORMAL,2.5,116,0.77,7.24,307,1.87
2026-08-31T06:08:02.864798+00:00,ESP32_Node_1,EARLY_ANOMALY,2.31,124,0.98,7.24,313,2.4
2026-08-31T06:08:06.773056+00:00,ESP32_Node_1,EARLY_ANOMALY,2.21,123,0.96,7.2,311,2.35
2026-08-31T06:08:10.719971+00:00,ESP32_Node_1,EARLY_ANOMALY,2.26,128,1.01,7.21,321,2.59
2026-08-31T06:08:14.619441+00:00,ESP32_Node_1,EARLY_ANOMALY,2.26,129,1.06,7.18,324,2.34
2026-08-31T06:08:18.574173+00:00,ESP32_Node_1,EARLY_ANOMALY,2.22,130,0.96,7.16,315,2.42
2026-08-31T06:08:22.536361+00:00,ESP32_Node_1,EARLY_ANOMALY,2.34,124,1.07,7.24,315,2.64
2026-08-31T06:08:26.544967+00:00,ESP32_Node_1,LEAK,1.83,144,1.34,7.16,328,2.11
2026-08-31T06:08:30.501701+00:00,ESP32_Node_1,LEAK,1.99,156,1.5,7.25,313,2.34
2026-08-31T06:08:34.539820+00:00,ESP32_Node_1,LEAK,1.87,144,1.43,7.21,320,2.1
2026-08-31T06:08:38.478289+00:00,ESP32_Node_1,LEAK,1.82,158,1.41,7.18,308,2.37
2026-08-31T06:08:42.617866+00:00,ESP32_Node_1,LEAK,1.87,157,1.4,7.24,320,2.38
2026-08-31T06:08:46.551952+00:00,ESP32_Node_1,LEAK,1.83,142,1.32,7.16,305,2.24
2026-08-31T06:08:50.560497+00:00,ESP32_Node_1,SENSOR_FAULT,2.44,119,1.02,7.15,320,1.83
2026-08-31T06:08:54.586303+00:00,ESP32_Node_1,SENSOR_FAULT,2.5,116,1.05,7.22,300,1.96
2026-08-31T06:08:58.553861+00:00,ESP32_Node_1,SENSOR_FAULT,2.48,113,0.82,7.23,323,2.1
2026-08-31T06:09:02.504685+00:00,ESP32_Node_1,SENSOR_FAULT,2.5,117,1.07,7.16,319,2.17
2026-08-31T06:09:06.406132+00:00,ESP32_Node_1,SENSOR_FAULT,2.46,116,0.51,7.16,314,1.92
2026-08-31T06:09:10.374569+00:00,ESP32_Node_1,SENSOR_FAULT,2.58,113,1.39,7.16,301,2.13
2026-08-31T06:09:14.366909+00:00,ESP32_Node_1,NORMAL,2.55,116,0.76,7.23,310,2.17
2026-08-31T06:09:18.284370+00:00,ESP32_Node_1,NORMAL,2.59,122,0.81,7.2,301,1.91
2026-08-31T06:09:22.245826+00:00,ESP32_Node_1,NORMAL,2.44,121,0.81,7.23,306,2.17
2026-08-31T06:09:26.230575+00:00,ESP32_Node_1,NORMAL,2.57,121,0.77,7.15,317,1.82
2026-08-31T06:09:30.179987+00:00,ESP32_Node_1,NORMAL,2.46,121,0.8,7.19,318,1.9
2026-08-31T06:09:34.553547+00:00,ESP32_Node_1,NORMAL,2.56,123,0.82,7.22,322,1.86
2026-08-31T06:09:38.238569+00:00,ESP32_Node_1,EARLY_ANOMALY,2.21,128,1.08,7.15,314,2.36
2026-08-31T06:09:42.236827+00:00,ESP32_Node_1,EARLY_ANOMALY,2.26,129,1.0,7.19,335,2.61
2026-08-31T06:09:46.027842+00:00,ESP32_Node_1,EARLY_ANOMALY,2.39,123,0.94,7.15,317,2.32
2026-08-31T06:09:50.014464+00:00,ESP32_Node_1,EARLY_ANOMALY,2.36,128,0.96,7.25,320,2.43
2026-08-31T06:09:54.038621+00:00,ESP32_Node_1,EARLY_ANOMALY,2.22,125,1.06,7.22,330,2.69
2026-08-31T06:09:57.960332+00:00,ESP32_Node_1,EARLY_ANOMALY,2.25,125,1.07,7.16,333,2.65
2026-08-31T06:10:02.101528+00:00,ESP32_Node_1,LEAK,1.8,146,1.35,7.24,315,2.24
2026-08-31T06:10:05.928738+00:00,ESP32_Node_1,LEAK,1.84,152,1.47,7.2,306,2.28
2026-08-31T06:10:09.917158+00:00,ESP32_Node_1,LEAK,1.85,155,1.35,7.16,315,2.24
2026-08-31T06:10:13.886401+00:00,ESP32_Node_1,LEAK,1.91,153,1.38,7.16,311,2.23
2026-08-31T06:10:17.798734+00:00,ESP32_Node_1,LEAK,1.82,147,1.43,7.15,318,2.2
2026-08-31T06:10:21.856536+00:00,ESP32_Node_1,LEAK,1.87,154,1.43,7.17,325,2.33
2026-08-31T06:10:25.920552+00:00,ESP32_Node_1,SENSOR_FAULT,2.52,116,0.25,7.21,309,2.09
2026-08-31T06:10:29.878775+00:00,ESP32_Node_1,SENSOR_FAULT,2.5,114,1.25,7.21,318,1.97
2026-08-31T06:10:33.945907+00:00,ESP32_Node_1,SENSOR_FAULT,2.42,115,1.37,7.25,304,1.99
2026-08-31T06:10:37.942174+00:00,ESP32_Node_1,SENSOR_FAULT,2.51,123,0.8,7.23,306,1.96
2026-08-31T06:10:41.985773+00:00,ESP32_Node_1,SENSOR_FAULT,2.42,116,0.99,7.22,304,1.98
2026-08-31T06:10:45.984658+00:00,ESP32_Node_1,SENSOR_FAULT,2.53,117,0.21,7.19,295,2.07
2026-08-31T06:10:49.930833+00:00,ESP32_Node_1,NORMAL,2.57,114,0.75,7.2,325,1.96
2026-08-31T06:10:54.163614+00:00,ESP32_Node_1,NORMAL,2.57,121,0.76,7.24,296,1.96
2026-08-31T06:10:57.982519+00:00,ESP32_Node_1,NORMAL,2.44,114,0.81,7.21,318,1.82
2026-08-31T06:11:01.963301+00:00,ESP32_Node_1,NORMAL,2.56,121,0.84,7.18,309,2.17
2026-08-31T06:11:05.924109+00:00,ESP32_Node_1,NORMAL,2.55,117,0.81,7.19,324,2.16
2026-08-31T06:11:09.899351+00:00,ESP32_Node_1,NORMAL,2.49,119,0.76,7.16,298,2.2
2026-08-31T06:11:13.897623+00:00,ESP32_Node_1,EARLY_ANOMALY,2.22,125,0.98,7.18,308,2.45
2026-08-31T06:11:17.798567+00:00,ESP32_Node_1,EARLY_ANOMALY,2.34,123,1.07,7.2,332,2.45
2026-08-31T06:11:21.767071+00:00,ESP32_Node_1,EARLY_ANOMALY,2.35,123,1.0,7.23,313,2.69
2026-08-31T06:11:25.870287+00:00,ESP32_Node_1,EARLY_ANOMALY,2.32,123,0.95,7.15,318,2.62
2026-08-31T06:11:29.804985+00:00,ESP32_Node_1,EARLY_ANOMALY,2.32,133,1.03,7.19,305,2.55
2026-08-31T06:11:33.744491+00:00,ESP32_Node_1,EARLY_ANOMALY,2.22,123,0.97,7.23,321,2.34
2026-08-31T06:11:37.738170+00:00,ESP32_Node_1,LEAK,1.92,146,1.49,7.18,326,2.15
2026-08-31T06:11:41.699882+00:00,ESP32_Node_1,LEAK,1.93,142,1.47,7.22,311,2.21
2026-08-31T06:11:45.728824+00:00,ESP32_Node_1,LEAK,1.91,144,1.42,7.15,314,2.04
2026-08-31T06:11:49.624831+00:00,ESP32_Node_1,LEAK,1.83,157,1.44,7.25,326,2.34
2026-08-31T06:11:53.593598+00:00,ESP32_Node_1,LEAK,1.96,146,1.44,7.2,300,2.26
2026-08-31T06:11:57.606036+00:00,ESP32_Node_1,LEAK,1.96,156,1.45,7.15,313,2.23
2026-08-31T06:12:01.726575+00:00,ESP32_Node_1,SENSOR_FAULT,2.59,119,1.78,7.21,313,1.81
2026-08-31T06:12:05.596917+00:00,ESP32_Node_1,SENSOR_FAULT,2.47,117,1.57,7.16,310,2.0
2026-08-31T06:12:09.667007+00:00,ESP32_Node_1,SENSOR_FAULT,2.54,118,0.63,7.25,301,1.83
2026-08-31T06:12:13.628680+00:00,ESP32_Node_1,SENSOR_FAULT,2.48,115,1.5,7.23,310,1.86
2026-08-31T06:12:17.571239+00:00,ESP32_Node_1,SENSOR_FAULT,2.55,113,1.11,7.19,305,2.05
2026-08-31T06:12:21.564782+00:00,ESP32_Node_1,SENSOR_FAULT,2.49,119,1.36,7.15,321,1.88
2026-08-31T06:12:25.690780+00:00,ESP32_Node_1,NORMAL,2.42,118,0.83,7.18,296,1.84
2026-08-31T06:12:51.002176+00:00,ESP32_Node_1,NORMAL,2.5,123,0.76,7.17,310,1.82
2026-08-31T06:12:55.027250+00:00,ESP32_Node_1,NORMAL,2.47,114,0.84,7.2,325,2.08
2026-08-31T06:12:59.036293+00:00,ESP32_Node_1,NORMAL,2.59,120,0.76,7.23,305,2.11
2026-08-31T06:13:03.036592+00:00,ESP32_Node_1,NORMAL,2.4,123,0.83,7.19,325,2.18
2026-08-31T06:13:07.132357+00:00,ESP32_Node_1,NORMAL,2.58,123,0.82,7.16,312,1.92
2026-08-31T06:13:11.492460+00:00,ESP32_Node_1,EARLY_ANOMALY,2.37,127,0.95,7.19,315,2.49
2026-08-31T06:13:15.017182+00:00,ESP32_Node_1,EARLY_ANOMALY,2.25,130,0.93,7.21,330,2.38
2026-08-31T06:13:19.018290+00:00,ESP32_Node_1,EARLY_ANOMALY,2.23,133,0.96,7.17,335,2.68
2026-08-31T06:13:23.003930+00:00,ESP32_Node_1,EARLY_ANOMALY,2.31,131,0.95,7.19,322,2.65
2026-08-31T06:13:26.935439+00:00,ESP32_Node_1,EARLY_ANOMALY,2.21,130,1.04,7.17,334,2.62
2026-08-31T06:13:30.911353+00:00,ESP32_Node_1,EARLY_ANOMALY,2.23,133,1.04,7.19,315,2.41
2026-08-31T06:13:34.882644+00:00,ESP32_Node_1,LEAK,1.86,142,1.41,7.24,320,2.1
2026-08-31T06:13:38.843332+00:00,ESP32_Node_1,LEAK,2.0,152,1.36,7.24,327,2.04
2026-08-31T06:13:42.852255+00:00,ESP32_Node_1,LEAK,1.8,144,1.5,7.21,326,2.04
2026-08-31T06:13:46.976965+00:00,ESP32_Node_1,LEAK,1.96,153,1.47,7.24,317,2.37
2026-08-31T06:13:50.857168+00:00,ESP32_Node_1,LEAK,1.99,145,1.48,7.21,315,2.2
2026-08-31T06:13:54.952727+00:00,ESP32_Node_1,LEAK,1.99,147,1.41,7.18,314,2.19
2026-08-31T06:13:58.819640+00:00,ESP32_Node_1,SENSOR_FAULT,2.4,117,1.77,7.19,295,2.16
2026-08-31T06:14:02.812246+00:00,ESP32_Node_1,SENSOR_FAULT,2.42,119,1.52,7.15,318,2.2
2026-08-31T06:14:06.697516+00:00,ESP32_Node_1,SENSOR_FAULT,2.43,121,0.43,7.2,312,2.14
2026-08-31T06:14:10.649993+00:00,ESP32_Node_1,SENSOR_FAULT,2.44,123,1.33,7.25,321,2.09
2026-08-31T06:14:14.628636+00:00,ESP32_Node_1,SENSOR_FAULT,2.4,115,0.81,7.16,318,2.03
2026-08-31T06:14:18.664650+00:00,ESP32_Node_1,SENSOR_FAULT,2.55,123,1.2,7.18,313,1.99
2026-08-31T06:14:22.605302+00:00,ESP32_Node_1,NORMAL,2.48,122,0.75,7.21,311,2.03
2026-08-31T06:14:26.570744+00:00,ESP32_Node_1,NORMAL,2.42,116,0.83,7.19,315,1.99
2026-08-31T06:14:30.690129+00:00,ESP32_Node_1,NORMAL,2.58,119,0.84,7.15,319,1.98
2026-08-31T06:14:34.479017+00:00,ESP32_Node_1,NORMAL,2.56,113,0.8,7.23,324,2.01
2026-08-31T06:14:38.426031+00:00,ESP32_Node_1,NORMAL,2.42,116,0.8,7.24,303,2.03
2026-08-31T06:14:42.363619+00:00,ESP32_Node_1,NORMAL,2.46,121,0.75,7.2,297,1.82
2026-08-31T06:14:46.459783+00:00,ESP32_Node_1,EARLY_ANOMALY,2.22,126,1.0,7.19,331,2.33
2026-08-31T06:14:50.635135+00:00,ESP32_Node_1,EARLY_ANOMALY,2.27,125,0.96,7.23,309,2.46
2026-08-31T06:14:54.632055+00:00,ESP32_Node_1,EARLY_ANOMALY,2.29,133,0.98,7.15,335,2.48
2026-08-31T06:14:58.600194+00:00,ESP32_Node_1,EARLY_ANOMALY,2.28,129,0.95,7.15,312,2.54
2026-08-31T06:15:02.533075+00:00,ESP32_Node_1,EARLY_ANOMALY,2.4,128,0.93,7.21,327,2.47
2026-08-31T06:15:06.529925+00:00,ESP32_Node_1,EARLY_ANOMALY,2.3,123,0.92,7.23,306,2.53
2026-08-31T06:15:10.451857+00:00,ESP32_Node_1,LEAK,1.89,148,1.35,7.25,326,2.36
2026-08-31T06:15:14.531287+00:00,ESP32_Node_1,LEAK,1.94,147,1.43,7.16,306,2.05
2026-08-31T06:15:18.593479+00:00,ESP32_Node_1,LEAK,1.83,154,1.3,7.22,320,2.33
2026-08-31T06:15:22.606595+00:00,ESP32_Node_1,LEAK,1.83,143,1.36,7.18,316,2.07
2026-08-31T06:15:26.511697+00:00,ESP32_Node_1,LEAK,1.89,147,1.31,7.2,310,2.16
2026-08-31T06:15:30.472109+00:00,ESP32_Node_1,LEAK,1.94,143,1.31,7.2,307,2.05
2026-08-31T06:15:34.911123+00:00,ESP32_Node_1,SENSOR_FAULT,2.43,117,1.76,7.22,324,2.05
2026-08-31T06:15:38.420431+00:00,ESP32_Node_1,SENSOR_FAULT,2.55,121,1.11,7.18,319,1.99
2026-08-31T06:15:42.516353+00:00,ESP32_Node_1,SENSOR_FAULT,2.51,115,1.63,7.24,301,1.89
2026-08-31T06:15:46.552346+00:00,ESP32_Node_1,SENSOR_FAULT,2.46,118,1.08,7.16,296,1.99
2026-08-31T06:15:50.585823+00:00,ESP32_Node_1,SENSOR_FAULT,2.6,121,0.4,7.18,316,2.07
2026-08-31T06:15:54.574644+00:00,ESP32_Node_1,SENSOR_FAULT,2.49,116,0.8,7.24,308,1.93
2026-08-31T06:15:58.519054+00:00,ESP32_Node_1,NORMAL,2.53,115,0.79,7.23,319,1.95
2026-08-31T06:16:02.614790+00:00,ESP32_Node_1,NORMAL,2.49,114,0.82,7.16,300,1.84
2026-08-31T06:16:06.615714+00:00,ESP32_Node_1,NORMAL,2.6,123,0.79,7.19,322,1.91
2026-08-31T06:16:10.538457+00:00,ESP32_Node_1,NORMAL,2.41,117,0.81,7.17,319,1.98
2026-08-31T06:16:14.523261+00:00,ESP32_Node_1,NORMAL,2.56,116,0.81,7.19,323,1.92
2026-08-31T06:16:18.547340+00:00,ESP32_Node_1,NORMAL,2.48,113,0.78,7.18,320,2.06
2026-08-31T06:16:22.457527+00:00,ESP32_Node_1,EARLY_ANOMALY,2.38,127,1.04,7.25,311,2.56
2026-08-31T06:16:26.433986+00:00,ESP32_Node_1,EARLY_ANOMALY,2.21,124,1.01,7.19,332,2.56
2026-08-31T06:16:30.408598+00:00,ESP32_Node_1,EARLY_ANOMALY,2.36,130,1.04,7.17,320,2.51
2026-08-31T06:16:34.388516+00:00,ESP32_Node_1,EARLY_ANOMALY,2.29,129,0.93,7.24,313,2.52
2026-08-31T06:16:38.341361+00:00,ESP32_Node_1,EARLY_ANOMALY,2.38,127,1.01,7.16,308,2.64
2026-08-31T06:16:42.266980+00:00,ESP32_Node_1,EARLY_ANOMALY,2.23,123,1.0,7.21,309,2.38
2026-08-31T06:16:46.272869+00:00,ESP32_Node_1,LEAK,1.95,154,1.3,7.19,315,2.19
2026-08-31T06:16:50.362005+00:00,ESP32_Node_1,LEAK,1.83,145,1.35,7.23,329,2.07
2026-08-31T06:16:54.332607+00:00,ESP32_Node_1,LEAK,1.83,153,1.35,7.22,317,2.31
2026-08-31T06:16:58.268034+00:00,ESP32_Node_1,LEAK,1.97,153,1.38,7.2,303,2.23
2026-08-31T06:17:02.343024+00:00,ESP32_Node_1,LEAK,1.96,143,1.44,7.15,318,2.09
2026-08-31T06:17:06.289619+00:00,ESP32_Node_1,LEAK,1.92,147,1.34,7.15,306,2.23
2026-08-31T06:17:10.323623+00:00,ESP32_Node_1,SENSOR_FAULT,2.46,115,0.74,7.18,306,1.86
2026-08-31T06:36:51.852146+00:00,ESP32_Node_1,NORMAL,2.42,116,0.82,7.25,311,2.15
2026-08-31T06:36:55.803206+00:00,ESP32_Node_1,NORMAL,2.58,114,0.84,7.17,325,1.84
2026-08-31T06:36:59.674968+00:00,ESP32_Node_1,NORMAL,2.47,119,0.76,7.21,304,1.86
2026-08-31T06:37:03.603032+00:00,ESP32_Node_1,NORMAL,2.43,123,0.79,7.18,300,2.0
2026-08-31T06:37:07.538699+00:00,ESP32_Node_1,EARLY_ANOMALY,2.3,130,0.95,7.15,319,2.68
2026-08-31T06:37:12.217380+00:00,ESP32_Node_1,EARLY_ANOMALY,2.32,126,1.03,7.2,321,2.68
2026-08-31T06:37:16.690352+00:00,ESP32_Node_1,EARLY_ANOMALY,2.29,132,1.02,7.25,307,2.33
2026-08-31T06:37:21.272897+00:00,ESP32_Node_1,EARLY_ANOMALY,2.2,125,0.97,7.25,330,2.38
2026-08-31T06:37:25.348256+00:00,ESP32_Node_1,EARLY_ANOMALY,2.22,129,1.01,7.18,309,2.65
2026-08-31T06:37:29.423611+00:00,ESP32_Node_1,EARLY_ANOMALY,2.2,128,1.06,7.21,318,2.3
2026-08-31T06:37:33.712981+00:00,ESP32_Node_1,LEAK,1.99,152,1.41,7.23,312,2.4
2026-08-31T06:37:37.645327+00:00,ESP32_Node_1,LEAK,1.92,153,1.43,7.2,312,2.09
2026-08-31T06:37:41.713596+00:00,ESP32_Node_1,LEAK,1.95,152,1.33,7.21,314,2.06
2026-08-31T06:37:45.996131+00:00,ESP32_Node_1,LEAK,1.83,155,1.5,7.15,318,2.27
2026-08-31T06:37:50.066566+00:00,ESP32_Node_1,LEAK,1.95,147,1.37,7.2,324,2.18
2026-08-31T06:37:54.085855+00:00,ESP32_Node_1,LEAK,1.88,148,1.36,7.2,307,2.06
2026-08-31T06:37:58.237809+00:00,ESP32_Node_1,SENSOR_FAULT,2.46,120,0.4,7.21,322,1.9
2026-08-31T06:38:02.380187+00:00,ESP32_Node_1,SENSOR_FAULT,2.49,123,1.52,7.15,311,1.83
2026-08-31T06:38:06.480071+00:00,ESP32_Node_1,SENSOR_FAULT,2.54,120,1.67,7.21,313,2.0
2026-08-31T06:38:10.533734+00:00,ESP32_Node_1,SENSOR_FAULT,2.59,119,1.14,7.2,297,1.81
2026-08-31T06:38:14.668645+00:00,ESP32_Node_1,SENSOR_FAULT,2.53,121,0.88,7.18,309,1.97
2026-08-31T06:38:18.763851+00:00,ESP32_Node_1,SENSOR_FAULT,2.41,113,1.14,7.25,313,1.85
2026-08-31T06:38:22.859767+00:00,ESP32_Node_1,NORMAL,2.58,117,0.8,7.25,304,2.11
2026-08-31T06:38:26.895665+00:00,ESP32_Node_1,NORMAL,2.59,114,0.75,7.17,325,1.97
2026-08-31T06:38:30.949308+00:00,ESP32_Node_1,NORMAL,2.51,120,0.78,7.16,308,2.03
2026-08-31T06:38:34.942878+00:00,ESP32_Node_1,NORMAL,2.56,123,0.82,7.17,304,1.96
2026-08-31T06:38:39.141412+00:00,ESP32_Node_1,NORMAL,2.44,115,0.83,7.21,315,2.17
2026-08-31T06:38:43.134437+00:00,ESP32_Node_1,NORMAL,2.57,114,0.77,7.19,309,1.96
2026-08-31T06:38:47.238629+00:00,ESP32_Node_1,EARLY_ANOMALY,2.36,133,1.01,7.22,311,2.31
2026-08-31T06:38:51.291515+00:00,ESP32_Node_1,EARLY_ANOMALY,2.26,125,1.04,7.19,306,2.65
2026-08-31T06:38:55.423013+00:00,ESP32_Node_1,EARLY_ANOMALY,2.38,125,1.02,7.25,325,2.4
2026-08-31T06:38:59.620987+00:00,ESP32_Node_1,EARLY_ANOMALY,2.39,127,0.98,7.15,332,2.49
2026-08-31T06:39:03.614932+00:00,ESP32_Node_1,EARLY_ANOMALY,2.37,126,1.06,7.19,326,2.55
2026-08-31T06:39:07.616889+00:00,ESP32_Node_1,EARLY_ANOMALY,2.21,130,0.93,7.18,307,2.36
2026-08-31T06:39:11.697088+00:00,ESP32_Node_1,LEAK,1.9,147,1.35,7.17,308,2.06
2026-08-31T06:39:15.731382+00:00,ESP32_Node_1,LEAK,1.92,148,1.43,7.15,324,2.11
2026-08-31T06:39:19.793808+00:00,ESP32_Node_1,LEAK,1.91,144,1.44,7.21,304,2.0
2026-08-31T06:39:23.889648+00:00,ESP32_Node_1,LEAK,1.81,148,1.33,7.22,307,2.15
2026-08-31T06:39:27.928962+00:00,ESP32_Node_1,LEAK,1.91,154,1.48,7.15,313,2.03
2026-08-31T06:39:31.938644+00:00,ESP32_Node_1,LEAK,1.9,148,1.43,7.15,321,2.02
2026-08-31T06:39:36.001765+00:00,ESP32_Node_1,SENSOR_FAULT,2.4,115,0.64,7.18,313,1.87
2026-08-31T06:39:40.275206+00:00,ESP32_Node_1,SENSOR_FAULT,2.45,114,0.79,7.16,319,1.94
2026-08-31T06:39:44.250583+00:00,ESP32_Node_1,SENSOR_FAULT,2.54,113,0.61,7.24,324,2.16
2026-08-31T06:39:48.260191+00:00,ESP32_Node_1,SENSOR_FAULT,2.55,116,1.47,7.16,322,2.05
2026-08-31T06:39:52.356804+00:00,ESP32_Node_1,SENSOR_FAULT,2.54,120,0.73,7.19,310,2.13
2026-08-31T06:39:56.337234+00:00,ESP32_Node_1,SENSOR_FAULT,2.43,118,0.33,7.15,295,1.9
2026-08-31T06:40:00.467104+00:00,ESP32_Node_1,NORMAL,2.48,120,0.8,7.24,303,1.87
2026-08-31T06:40:04.453170+00:00,ESP32_Node_1,NORMAL,2.53,121,0.84,7.22,321,2.03
2026-08-31T06:40:08.441715+00:00,ESP32_Node_1,NORMAL,2.56,123,0.79,7.17,314,2.05
2026-08-31T06:40:12.631733+00:00,ESP32_Node_1,NORMAL,2.54,121,0.83,7.22,298,2.16
2026-08-31T06:40:16.728230+00:00,ESP32_Node_1,NORMAL,2.53,114,0.77,7.17,308,1.81
